"STATION","DATE","ARH","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08","WT10"
"USW00023050","2023-07-06",,"   26",,,,"    0","    0","    0","  301","  372","  206",,"  260","  270","   98","  139",,,,,
"USW00023050","2023-07-07",,"   43",,,,"    0","    0","    0","  303","  361","  222",,"  260","  260","  161","  224",,,,"    1",
"USW00023050","2023-07-08",,"   44",,,,"    0","    0","    0","  283","  356","  217",,"  210","  200","  130","  183",,,,,
"USW00023050","2023-07-09",,"   30",,,,"    0","    0","    0","  292","  378","  200",,"  310","  300","  116","  161",,,,,
"USW00023050","2023-07-10",,"   34",,,,"    0","    0","    0","  314","  372","  256",,"  310","  210","   89","  116",,,,,
"USW00023050","2023-07-11",,"   47",,,,"    0","    0","    0","  314","  383","  256",,"  260","  270","  125","  174",,,,,
"USW00023050","2023-07-12",,"   37",,,,"    0","    0","    0","  307","  378","  239",,"  220","  220","  134","  183",,,,,
"USW00023050","2023-07-13",,"   28",,,,"    0","    0","    0","  292","  372","  233",,"  190","  180","  107","  152",,,,,
"USW00023050","2023-07-14",,"   42",,,,"    0","    0","    0","  319","  394","  233",,"   80","   80","  161","  206",,,,,
"USW00023050","2023-07-15",,"   62",,,,"    0","    0","    0","  308","  378","  233",,"   90","   90","  161","  224",,,,"    1",
"USW00023050","2023-07-16",,"   29",,,,"    0","    0","    0","  289","  378","  217",,"   90","   90","  116","  143",,,,"    1",
"USW00023050","2023-07-17",,"   28",,,,"    0","    0","    0","  313","  400","  211",,"  220","  210","   98","  121",,,,,
"USW00023050","2023-07-18",,"   35",,,,"    0","    0","    0","  322","  394","  239",,"  190","   30","  125","  174",,,"    1",,
"USW00023050","2023-07-19",,"   37",,,,"    0","    0","    0","  313","  383","  239",,"  310","  310","  103","  148",,,"    1","    1",
"USW00023050","2023-07-20",,"   55",,,,"    0","    0","    0","  325","  383","  261",,"  320","  260","  139","  183",,,,,
"USW00023050","2023-07-21",,"   71",,,,"    0","    0","    0","  307","  367","  228",,"   90","  110","  157","  201",,,"    1",,
"USW00023050","2023-07-22",,"   51",,,,"    0","    0","    0","  271","  361","  206",,"   10","  360","  116","  157",,,,,
"USW00023050","2023-07-23",,"   32",,,,"    0","    0","    0","  272","  350","  200",,"  200","  220","   81","  116",,,,,
"USW00023050","2023-07-24",,"   35",,,,"    0","    0","    0","  302","  378","  228",,"  360","  350","   76","  103",,,,,
"USW00023050","2023-07-25",,"   39",,,,"    0","    0","    0","  312","  394","  244",,"  280","  260","  103","  139",,,"    1",,
"USW00023050","2023-07-26",,"   25",,,,"    0","    0","    0","  311","  389","  222",,"   70","   80","  107","  134",,,"    1",,
"USW00023050","2023-07-27",,"   38",,,,"    0","    0","    0","  305","  383","  239",,"   80","  320","  125","  161",,,"    1",,
"USW00023050","2023-07-28",,"   30",,,,"    0","    0","    0","  293","  378","  228",,"  120","  130","  112","  148",,,"    1",,
"USW00023050","2023-07-29",,"   32",,,,"    0","    0","    0","  293","  367","  217",,"  160","  170","   98","  116",,,"    1",,
"USW00023050","2023-07-30",,"   45",,,,"    0","    0","    0","  292","  361","  239",,"  120","  120","   98","  130",,,,,
"USW00023050","2023-07-31",,"   41",,,,"    0","    0","    0","  288","  356","  217",,"  180","  170","  192","  241",,,"    1",,
"USW00023050","2023-08-01",,"   27",,,,"    0","    0","    0","  273","  339","  211",,"  270","  270","  134","  188",,,,,
"USW00023050","2023-08-02",,"   29",,,,"    0","    0","    0","  269","  356","  200",,"  260","  250","  134","  179",,,"    1",,
"USW00023050","2023-08-03",,"   22",,,,"    0","    0","    0","  271","  350","  194",,"  340","  330","   72","   94",,,,,
"USW00023050","2023-08-04",,"   23",,,,"    0","    0","    0","  294","  372","  222",,"  220","  230","   67","  130",,,,,
"USW00023050","2023-08-05",,"   24",,,,"    0","    0","    0","  307","  389","  206",,"  280","  240","  107","  134",,,,,
"USW00023050","2023-08-06",,"   43",,,,"    0","    0","    0","  315","  383","  217",,"  280","  270","  134","  183",,,,"    1",
"USW00023050","2023-08-07",,"   47",,,,"   18","    0","    0","  287","  339","  178",,"  160","  210","  143","  188",,,"    1","    1",
"USW00023050","2023-08-08",,"   46",,,,"   89","    0","    0","  218","  322","  172",,"   70","  170","  107","  143",,,"    1",,
"USW00023050","2023-08-09",,"   38",,,,"    0","    0","    0","  234","  350","  172",,"  250","  250","  112","  165",,,,,
"USW00023050","2023-08-10",,"   36",,,,"    0","    0","    0","  247","  328","  172",,"  190","  200","  139","  183",,,"    1",,
"USW00023050","2023-08-11",,"   32",,,,"    0","    0","    0","  251","  344","  189",,"  250","  260","  107","  143",,,,,
"USW00023050","2023-08-12",,"   32",,," 1843","    0","    0","    0","  250","  311","  183",,"  270","  270","   72","   98",,,,,
"USW00023050","2023-08-13",,"   33",,,,"    0","    0","    0","  256","  322","  189",,"   90","   90","  125","  174",,,,,
"USW00023050","2023-08-14",,"   80",,,,"    0","    0","    0","  248","  294","  194",,"   80","   90","  143","  188",,,,,
"USW00023050","2023-08-15",,"   27",,,,"    0","    0","    0","  252","  328","  194",,"  220","  240","   63","   89",,,,,
"USW00023050","2023-08-16",,"   32",,,,"    0","    0","    0","  269","  344","  200",,"   10","   10","  125","  165",,,,,
"USW00023050","2023-08-17",,"   36",,,,"    0","    0","    0","  282","  350","  211",,"  170","  160","  148","  210",,,"    1","    1",
"USW00023050","2023-08-18",,"   27",,,,"    0","    0","    0","  270","  356","  200",,"  280","  290","  112","  152",,,,,
"USW00023050","2023-08-19",,"   52",,,,"    0","    0","    0","  282","  356","  200",,"  120","  140","  130","  170",,,,,
"USW00023050","2023-08-20",,"   79",,,,"    0","    0","    0","  293","  356","  228",,"  110","  130","  143","  197",,,,,
"USW00023050","2023-08-21",,"   62",,,,"    0","    0","    0","  283","  339","  228",,"  130","  130","  157","  201",,,"    1",,
"USW00023050","2023-08-22",,"   56",,,,"    0","    0","    0","  271","  339","  194",,"   90","  140","  130","  174",,,"    1",,
"USW00023050","2023-08-23",,"   51",,,,"    5","    0","    0","  258","  289","  183",,"  100","  100","  139","  183",,,,,
"USW00023050","2023-08-24",,"   34",,,,"   10","    0","    0","  210","  289","  172",,"  220","  190","   72","   98","    1",,,,
"USW00023050","2023-08-25",,"   36",,,,"   51","    0","    0","  251","  317","  183",,"  150","  160","  130","  174",,,"    1",,
"USW00023050","2023-08-26",,"   34",,,,"    0","    0","    0","  237","  306","  183",,"  240","  250","  116","  161",,,,,
"USW00023050","2023-08-27",,"   27",,," 1649","    0","    0","    0","  244","  328","  194",,"  250","  240","   76","   98",,,,,
"USW00023050","2023-08-28",,,,,,,,,"  267",,,,,,,,,,,,
"USW00023062","2023-01-01",,,,,,"    0","    0","   51",,"  111","  -44","  -39",,,,,,,,,
"USW00023062","2023-01-02",,,,,,"   25","   23","   51",,"   33","  -39","  -28",,,,,,,,,
"USW00023062","2023-01-03",,,,,,"   13","   13","   51",,"  -28","  -94","  -94",,,,,,,,,
"USW00023062","2023-01-04",,,,,,"    0","    0","   51",,"  -22","  -94","  -28",,,,,,,,,
"USW00023062","2023-01-05",,,,,,"    0","    0","   51",,"   44","  -83","  -78",,,,,,,,,
"USW00023062","2023-01-06",,,,,,"    0","    0","   51",,"   28","  -89",,,,,,,,,,
"USW00023062","2023-01-07",,,,,,"    0","    0","   51",,"   61","  -78",,,,,,,,,,
"USW00023062","2023-01-08",,,,,,"    0","    0","   25",,"   67","  -89",,,,,,,,,,
"USW00023062","2023-01-09",,,,,,"    0","    0","   25",,"  122","  -50",,,,,,,,,,
"USW00023062","2023-01-10",,,,,,"    0","    0","   25",,"  117","  -39",,,,,,,,,,
"USW00023062","2023-01-11",,,,,,"    0","    0","   25",,"  144","  -28",,,,,,,,,,
"USW00023062","2023-01-12",,,,,,"    3","   10","    0",,"    6","  -50",,,,,,,,,,
"USW00023062","2023-01-13",,,,,,"    0","    0","    0",,"  106","  -67",,,,,,,,,,
"USW00023062","2023-01-14",,,,,,"    0","    0","    0",,"  144","  -61",,,,,,,,,,
"USW00023062","2023-01-15",,,,,,"    0","    0","    0",,"  167","   -6",,,,,,,,,,
"USW00023062","2023-01-16",,,,,,"    0","    0","    0",,"   67","  -33",,,,,,,,,,
"USW00023062","2023-01-17",,,,,,"    0","    0","    0",,"  111","  -56",,,,,,,,,,
"USW00023062","2023-01-18",,,,,,"   81","  117","  127",,"   22","  -50",,,,,,,,,,
"USW00023062","2023-01-19",,,,,,"   38","   51","  152",,"  -33"," -111",,,,,,,,,,
"USW00023062","2023-01-20",,,,,,"    0","    0","   76",,"   50"," -111",,,,,,,,,,
"USW00023062","2023-01-21",,,,,,"    0","    0","   76",,"  -28"," -128",,,,,,,,,,
"USW00023062","2023-01-22",,,,,,"    3","    8","   76",,"    6","  -94",,,,,,,,,,
"USW00023062","2023-01-23",,,,,,"    0","    0","   51",,"   56","  -89",,,,,,,,,,
"USW00023062","2023-01-24",,,,,,"    0","    0","   51",,"   28","  -72",,,,,,,,,,
"USW00023062","2023-01-25",,,,,,"    0","    0","   51",,"   33","  -89",,,,,,,,,,
"USW00023062","2023-01-26",,,,,,"    0","    0","   51",,"   11","  -94",,,,,,,,,,
"USW00023062","2023-01-27",,,,,,"    0","    0","   51",,"   50","  -89",,,,,,,,,,
"USW00023062","2023-01-28",,,,,,"    0","    0","   25",,"   94","  -67",,,,,,,,,,
"USW00023062","2023-01-29",,,,,,"    3","   20","   51",,"  -17"," -156",,,,,,,,,,
"USW00023062","2023-01-30",,,,,,"    3","    8","   51",," -156"," -206",,,,,,,,,,
"USW00023062","2023-01-31",,,,,,"    5","   23","   51",," -144"," -200",,,,,,,,,,
"USW00023062","2023-02-01",,,,,,"    0","    0","   25",,"  -22"," -161",,,,,,,,,,
"USW00023062","2023-02-02",,,,,,"    0","    0","   25",,"   78"," -106",,,,,,,,,,
"USW00023062","2023-02-03",,,,,,"    0","    0","   25",,"   94","  -89",,,,,,,,,,
"USW00023062","2023-02-04",,,,,,"    0","    0","   25",,"  167","  -17",,,,,,,,,,
"USW00023062","2023-02-05",,,,,,"    0","    0","   25",,"  139","  -39",,,,,,,,,,
"USW00023062","2023-02-06",,,,,,"    0","    0","   25",,"   78","  -44",,,,,,,,,,
"USW00023062","2023-02-07",,,,,,"    0","    0","    0",,"   67","  -44",,,,,,,,,,
"USW00023062","2023-02-08",,,,,,"    0","    0","    0",,"   72","  -67",,,,,,,,,,
"USW00023062","2023-02-09",,,,,,"    0","    0","    0",,"  111","  -56",,,,,,,,,,
"USW00023062","2023-02-10",,,,,,"    0","    0","    0",,"    6"," -106",,,,,,,,,,
"USW00023062","2023-02-11",,,,,,"    0","    0","    0",,"  111"," -106",,,,,,,,,,
"USW00023062","2023-02-12",,,,,,"    0","    0","    0",,"  183","  -67",,,,,,,,,,
"USW00023062","2023-02-13",,,,,,"    0","    0","    0",,"  106","  -39",,,,,,,,,,
"USW00023062","2023-02-14",,,,,,"    0","    0","    0",,"  172","  -28",,,,,,,,,,
"USW00023062","2023-02-15",,,,,,"   30","   84","   76",,"   72"," -111",,,,,,,,,,
"USW00023062","2023-02-16",,,,,,"   41","   64","  127",," -106"," -167",,,,,,,,,,
"USW00023062","2023-02-17",,,,,,"    0","    0","   25",,"  -17"," -156",,,,,,,,,,
"USW00023062","2023-02-18",,,,,,"    0","    0","   25",,"  128","  -56",,,,,,,,,,
"USW00023062","2023-02-19",,,,,,"    0","    0","    0",,"  133","  -39",,,,,,,,,,
"USW00023062","2023-02-20",,,,,,"    0","    0","    0",,"  100","  -11",,,,,,,,,,
"USW00023062","2023-02-21",,,,,,"    0","    0","    0",,"  128","  -11",,,,,,,,,,
"USW00023062","2023-02-22",,,,,,"    3","   10","    0",,"  150"," -139",,,,,,,,,,
"USW00023062","2023-02-23",,,,,,"    5","    8","   25",," -139"," -222",,,,,,,,,,
"USW00023062","2023-02-24",,,,,,"    0","    0","    0",," -117"," -217",,,,,,,,,,
"USW00023062","2023-02-25",,,,,,"    0","    0","    0",,"   44"," -167",,,,,,,,,,
"USW00023062","2023-02-26",,,,,,"    0","    0","    0",,"  139","  -78",,,,,,,,,,
"USW00023062","2023-02-27",,,,,,"    0","    0","    0",,"  167","  -11",,,,,,,,,,
"USW00023062","2023-02-28",,,,,,"    0","    0","    0",,"  111","  -17",,,,,,,,,,
"USW00023062","2023-03-01",,,,,,"    0","    0","    0",,"  100","  -72",,,,,,,,,,
"USW00023062","2023-03-02",,,,,,"    0","    0","    0",,"   39","  -72",,,,,,,,,,
"USW00023062","2023-03-03",,,,,,"    0","    0","    0",,"   89","  -56",,,,,,,,,,
"USW00023062","2023-03-04",,,,,,"    0","    0","    0",,"   94","  -83",,,,,,,,,,
"USW00023062","2023-03-05",,,,,,"    0","    0","    0",,"   89","  -72",,,,,,,,,,
"USW00023062","2023-03-06",,,,,,"    0","    0","    0",,"  128","  -67",,,,,,,,,,
"USW00023062","2023-03-07",,,,,,"    0","    0","    0",,"   61","  -50",,,,,,,,,,
"USW00023062","2023-03-08",,,,,,"    0","    0","    0",,"    6","  -44",,,,,,,,,,
"USW00023062","2023-03-09",,,,,,"    0","    0","    0",,"   44","  -33",,,,,,,,,,
"USW00023062","2023-03-10",,,,,,"    0","    0","    0",,"  128","  -39","  -33",,,,,,,,,
"USW00023062","2023-03-11",,,,,,"    0","    0","    0",,"  183","  -33",,,,,,,,,,
"USW00023062","2023-03-12",,,,,,"    0","    0","    0",,"  133","  -39",,,,,,,,,,
"USW00023062","2023-03-13",,,,,,"    0","    0","    0",,"   67","  -72",,,,,,,,,,
"USW00023062","2023-03-14",,,,,,"    0","    0","    0",,"  133","  -50",,,,,,,,,,
"USW00023062","2023-03-15",,,,,,"    0","    0","    0",,"  178","    6",,,,,,,,,,
"USW00023062","2023-03-16",,,,,,"   53","   36","   25",,"  217","  -39",,,,,,,,,,
"USW00023062","2023-03-17",,,,,,"    0","    0","    0",,"   22","  -50",,,,,,,,,,
"USW00023062","2023-03-18",,,,,,"    0","    0","    0",,"   56","  -83",,,,,,,,,,
"USW00023062","2023-03-19",,,,,,"    0","    0","    0",,"   78","  -67",,,,,,,,,,
"USW00023062","2023-03-20",,,,,,"    0","    0","    0",,"  139","  -33",,,,,,,,,,
"USW00023062","2023-03-21",,,,,,"    0","    0","    0",,"  133","  -22",,,,,,,,,,
"USW00023062","2023-03-22",,,,,,"    0","    0","    0",,"  150","  -22",,,,,,,,,,
"USW00023062","2023-03-23",,,,,,"    0","    0","    0",,"   72","  -17",,,,,,,,,,
"USW00023062","2023-03-24",,,,,,"    0","    0","    0",,"  106","  -33",,,,,,,,,,
"USW00023062","2023-03-25",,,,,,"    3","   23","   25",,"  106","  -44",,,,,,,,,,
"USW00023062","2023-03-26",,,,,,"    0","    0","    0",,"   50","  -72",,,,,,,,,,
"USW00023062","2023-03-27",,,,,,"   13","   25","   25",,"   50","  -50",,,,,,,,,,
"USW00023062","2023-03-28",,,,,,"    0","    0","    0",,"    6","  -83",,,,,,,,,,
"USW00023062","2023-03-29",,,,,,"    0","    0","    0",,"  106","  -56",,,,,,,,,,
"USW00023062","2023-03-30",,,,,,"    0","    0","    0",,"  100","  -50",,,,,,,,,,
"USW00023062","2023-03-31",,,,,,"    0","    0","    0",,"  200","  -44",,,,,,,,,,
"USW00023062","2023-04-01",,,,,,"    0","    0","    0",,"  111","  -28",,,,,,,,,,
"USW00023062","2023-04-02",,,,,,"    0","    0","    0",,"  183","    0",,,,,,,,,,
"USW00023062","2023-04-03",,,,,,"    0","    0","    0",,"  217","   -6",,,,,,,,,,
"USW00023062","2023-04-04",,,,,,"    0","    8","    0",,"  161","  -44",,,,,,,,,,
"USW00023062","2023-04-05",,,,,,"   15","   15","   25",,"  -22","  -89",,,,,,,,,,
"USW00023062","2023-04-06",,,,,,"    0","    0","    0",,"   67","  -72",,,,,,,,,,
"USW00023062","2023-04-07",,,,,,"    0","    0","    0",,"  111","  -33",,,,,,,,,,
"USW00023062","2023-04-08",,,,,,"    0","    0","    0",,"  189","   22",,,,,,,,,,
"USW00023062","2023-04-09",,,,,,"    0","    0","    0",,"  200","   28",,,,,,,,,,
"USW00023062","2023-04-10",,,,,,"    0","    0","    0",,"  200","   11",,,,,,,,,,
"USW00023062","2023-04-11",,,,,,"    0","    0","    0",,"  244","   72",,,,,,,,,,
"USW00023062","2023-04-12",,,,,,"    0","    0","    0",,"  289","   89",,,,,,,,,,
"USW00023062","2023-04-13",,,,,,"    0","    0","    0",,"  289","  150",,,,,,,,,,
"USW00023062","2023-04-14",,,,,,"    0","    0","    0",,"  267","   50",,,,,,,,,,
"USW00023062","2023-04-15",,,,,,"   41","    0","    0",,"   50","    0",,,,,,,,,,
"USW00023062","2023-04-16",,,,,,"    0","    0","    0",,"   89","  -39",,,,,,,,,,
"USW00023062","2023-04-17",,,,,,"    0","    0","    0",,"  178","   17",,,,,,,,,,
"USW00023062","2023-04-18",,,,,,"    0","    0","    0",,"  222","   61",,,,,,,,,,
"USW00023062","2023-04-19",,,,,,"    0","    0","    0",,"  250","   33",,,,,,,,,,
"USW00023062","2023-04-20",,,,,,"    5","    0","    0",,"  161","   -6",,,,,,,,,,
"USW00023062","2023-04-21",,,,,,"    0","    0","    0",,"  106","  -22",,,,,,,,,,
"USW00023062","2023-04-22",,,,,,"   56","   46","   51",,"  106","  -44",,,,,,,,,,
"USW00023062","2023-04-23",,,,,,"    0","    0","    0",,"   28","  -44",,,,,,,,,,
"USW00023062","2023-04-24",,,,,,"    0","    0","    0",,"  133","    0",,,,,,,,,,
"USW00023062","2023-04-25",,,,,,"    3","    0","    0",,"  183","   39",,,,,,,,,,
"USW00023062","2023-04-26",,,,,,"   91","    0","    0",,"  156","   44",,,,,,,,,,
"USW00023062","2023-04-27",,,,,,"    0","    0","    0",,"  139","   44",,,,,,,,,,
"USW00023062","2023-04-28",,,,,,"   89","    0","    0",,"  200","   17",,,,,,,,,,
"USW00023062","2023-04-29",,,,,,"    0","    0","    0",,"  139","   33",,,,,,,,,,
"USW00023062","2023-04-30",,,,,,"    0","    0","    0",,"  217","   50",,,,,,,,,,
"USW00023062","2023-05-01",,,,,,"    0","    0","    0",,"  200","   44",,,,,,,,,,
"USW00023062","2023-05-02",,,,,,"    0","    0","    0",,"  222","   72",,,,,,,,,,
"USW00023062","2023-05-03",,,,,,"    0","    0","    0",,"  233","   83",,,,,,,,,,
"USW00023062","2023-05-04",,,,,,"    0","    0","    0",,"  261","  106",,,,,,,,,,
"USW00023062","2023-05-05",,,,,,"    0","    0","    0",,"  239","   61",,,,,,,,,,
"USW00023062","2023-05-06",,,,,,"    0","    0","    0",,"  244","   50",,,,,,,,,,
"USW00023062","2023-05-07",,,,,,"    0","    0","    0",,"  217","   44",,,,,,,,,,
"USW00023062","2023-05-08",,,,,,"    0","    0","    0",,"  217","   67",,,,,,,,,,
"USW00023062","2023-05-09",,,,,,"    0","    0","    0",,"  233","   61",,,,,,,,,,
"USW00023062","2023-05-10",,,,,,"    0","    0","    0",,"  256","  106",,,,,,,,,,
"USW00023062","2023-05-11",,,,,,"  363","    0","    0",,"  139","   83",,,,,,,,,,
"USW00023062","2023-05-12",,,,,,"  843","    0","    0",,"  100","   83",,,,,,,,,,
"USW00023062","2023-05-13",,,,,,"    0","    0","    0",,"  167","   67",,,,,,,,,,
"USW00023062","2023-05-14",,,,,,"    0","    0","    0",,"  156","   89",,,,,,,,,,
"USW00023062","2023-05-15",,,,,,"   41","    0","    0",,"  156","   83",,,,,,,,,,
"USW00023062","2023-05-16",,,,,,"    0","    0","    0",,"  161","   72",,,,,,,,,,
"USW00023062","2023-05-17",,,,,,"   25","    0","    0",,"  250",,,,,,,,,,,
"USW00023062","2023-05-18",,,,,,"   51","    0","    0",,"  256","  100",,,,,,,,,,
"USW00023062","2023-05-19",,,,,,"   28","    0","    0",,"  189","  100",,,,,,,,,,
"USW00023062","2023-05-20",,,,,,"    0","    0","    0",,"  128","   72",,,,,,,,,,
"USW00023062","2023-05-21",,,,,,"    0","    0","    0",,"  211","   83",,,,,,,,,,
"USW00023062","2023-05-22",,,,,,"    0","    0","    0",,"  233","   94",,,,,,,,,,
"USW00023062","2023-05-23",,,,,,"    0","    0","    0",,"  233","   89",,,,,,,,,,
"USW00023062","2023-05-24",,,,,,"    0","    0","    0",,"  244","  100",,,,,,,,,,
"USW00023062","2023-05-25",,,,,,"    3","    0","    0",,"  228","   83",,,,,,,,,,
"USW00023062","2023-05-26",,,,,,"   36","    0","    0",,"  239","   89",,,,,,,,,,
"USW00023062","2023-05-27",,,,,,"   86","    0","    0",,"  222","   94",,,,,,,,,,
"USW00023062","2023-05-28",,,,,,"   30","    0","    0",,"  261","   83",,,,,,,,,,
"USW00023062","2023-05-29",,,,,,"    0","    0","    0",,"  250","   94",,,,,,,,,,
"USW00023062","2023-05-30",,,,,,"    0","    0","    0",,"  278","   94","  256",,,,,,,,,
"USW00023062","2023-05-31",,,,,,"    0","    0","    0",,"  256","   94",,,,,,,,,,
"USW00023062","2023-06-01",,,,,,"    0","    0","    0",,"  256","  111",,,,,,,,,,
"USW00023062","2023-06-02",,,,,,"   10","    0","    0",,"  211","   89",,,,,,,,,,
"USW00023062","2023-06-03",,,,,,"    5","    0","    0",,"  211","  117",,,,,,,,,,
"USW00023062","2023-06-04",,,,,,"  107","    0","    0",,"  161","  117",,,,,,,,,,
"USW00023062","2023-06-05",,,,,,"  107","    0","    0",,"  156","  111",,,,,,,,,,
"USW00023062","2023-06-06",,,,,,"   71","    0","    0",,"  200","   83",,,,,,,,,,
"USW00023062","2023-06-07",,,,,,"    0","    0","    0",,"  250","  106",,,,,,,,,,
"USW00023062","2023-06-08",,,,,,"    0","    0","    0",,"  239","  106",,,,,,,,,,
"USW00023062","2023-06-09",,,,,,"  127","    0","    0",,"  250","  100",,,,,,,,,,
"USW00023062","2023-06-10",,,,,,"   23","    0","    0",,"  261","   89",,,,,,,,,,
"USW00023062","2023-06-11",,,,,,"    0","    0","    0",,"  233","  100",,,,,,,,,,
"USW00023062","2023-06-12",,,,,,"   46","    0","    0",,"  183","  111",,,,,,,,,,
"USW00023062","2023-06-13",,,,,,"   15","    0","    0",,"  189","   83",,,,,,,,,,
"USW00023062","2023-06-14",,,,,,"    3","    0","    0",,"  178","   83",,,,,,,,,,
"USW00023062","2023-06-15",,,,,,"    3","    0","    0",,"  250","  122",,,,,,,,,,
"USW00023062","2023-06-16",,,,,,"   99","    0","    0",,"  228","  100",,,,,,,,,,
"USW00023062","2023-06-17",,,,,,"   61","    0","    0",,"  161","   89",,,,,,,,,,
"USW00023062","2023-06-18",,,,,,"   18","    0","    0",,"  211","  100",,,,,,,,,,
"USW00023062","2023-06-19",,,,,,"    0","    0","    0",,"  283","  122",,,,,,,,,,
"USW00023062","2023-06-20",,,,,,"    0","    0","    0",,"  317","  117",,,,,,,,,,
"USW00023062","2023-06-21",,,,,,"    0","    0","    0",,"  289","  111",,,,,,,,,,
"USW00023062","2023-06-22",,,,,,"  579","    0","    0",,"  278","  117",,,,,,,,,,
"USW00023062","2023-06-23",,,,,,"   38","    0","    0",,"  250","  117",,,,,,,,,,
"USW00023062","2023-06-24",,,,,,"    0","    0","    0",,"  267","   89",,,,,,,,,,
"USW00023062","2023-06-25",,,,,,"    0","    0","    0",,"  283","  117",,,,,,,,,,
"USW00023062","2023-06-26",,,,,,"    0","    0","    0",,"  272","  117",,,,,,,,,,
"USW00023062","2023-06-27",,,,,,"    0","    0","    0",,"  300","  133",,,,,,,,,,
"USW00023062","2023-06-28",,,,,,"    0","    0","    0",,"  339","  167",,,,,,,,,,
"USW00023062","2023-06-29",,,,,,"    0","    0","    0",,"  283","  172",,,,,,,,,,
"USW00023062","2023-06-30",,,,,,"   86","    0","    0",,"  278","  122",,,,,,,,,,
"USW00023062","2023-07-01",,,,,,"    0","    0","    0",,"  211","  100",,,,,,,,,,
"USW00023062","2023-07-02",,,,,,"    0","    0","    0",,"  261","  128",,,,,,,,,,
"USW00023062","2023-07-03",,,,,,"    0","    0","    0",,"  289","  144",,,,,,,,,,
"USW00023062","2023-07-04",,,,,,"    5","    0","    0",,"  311","  144",,,,,,,,,,
"USW00023062","2023-07-05",,,,,,"  323","    0","    0",,"  256","  111",,,,,,,,,,
"USW00023062","2023-07-06",,,,,,"    0","    0","    0",,"  183","  133",,,,,,,,,,
"USW00023062","2023-07-07",,,,,,"    0","    0","    0",,"  244","  133",,,,,,,,,,
"USW00023062","2023-07-08",,,,,,"    0","    0","    0",,"  228","  144",,,,,,,,,,
"USW00023062","2023-07-09",,,,,,"    0","    0","    0",,"  267","  133",,,,,,,,,,
"USW00023062","2023-07-10",,,,,,"    0","    0","    0",,"  267","  144",,,,,,,,,,
"USW00023062","2023-07-11",,,,,,"    0","    0","    0",,"  333","  161",,,,,,,,,,
"USW00023062","2023-07-12",,,,,,"    0","    0","    0",,"  333","  150",,,,,,,,,,
"USW00023062","2023-07-13",,,,,,"    0","    0","    0",,"  322","  172",,,,,,,,,,
"USW00023062","2023-07-14",,,,,,"    0","    0","    0",,"  333","  178",,,,,,,,,,
"USW00023062","2023-07-15",,,,,,"   10","    0","    0",,"  272","  139",,,,,,,,,,
"USW00023062","2023-07-16",,,,,,"    0","    0","    0",,"  294","  144",,,,,,,,,,
"USW00023062","2023-07-17",,,,,,"    0","    0","    0",,"  311","  150",,,,,,,,,,
"USW00023062","2023-07-18",,,,,,"    0","    0","    0",,"  361","  167",,,,,,,,,,
"USW00023062","2023-07-19",,,,,,"    3","    0","    0",,"  356","  172",,,,,,,,,,
"USW00023062","2023-07-20",,,,,,"   25","    0","    0",,"  311","  150",,,,,,,,,,
"USW00023062","2023-07-21",,,,,,"    3","    0","    0",,"  256","  122",,,,,,,,,,
"USW00023062","2023-07-22",,,,,,"   23","    0","    0",,"  289","  122",,,,,,,,,,
"USW00023062","2023-07-23",,,,,,"    0","    0","    0",,"  322","  139",,,,,,,,,,
"USW00023062","2023-07-24",,,,,,"    0","    0","    0",,"  361","  172",,,,,,,,,,
"USW00023062","2023-07-25",,,,,,"   23","    0","    0",,"  372","  172",,,,,,,,,,
"USW00023062","2023-07-26",,,,,,"   20","    0","    0",,"  361","  189",,,,,,,,,,
"USW00023062","2023-07-27",,,,,,"   38","    0","    0",,"  350","  161",,,,,,,,,,
"USW00023062","2023-07-28",,,,,,"    3","    0","    0",,"  350","  150",,,,,,,,,,
"USW00023062","2023-07-29",,,,,,"    0","    0","    0",,"  356","  172",,,,,,,,,,
"USW00023062","2023-07-30",,,,,,"    0","    0","    0",,"  311","  156",,,,,,,,,,
"USW00023062","2023-07-31",,,,,,"    0","    0","    0",,"  339","  194",,,,,,,,,,
"USW00023062","2023-08-09",,,,,,"    0","    0","    0",,"  283","  117",,,,,,,,,,
"USW00023129","2023-01-01",,"   59",,,,"    5",,,"  151","  172","  117",,"  290","  280","  130","  157","    1",,,,
"USW00023129","2023-01-02",,"   15",,,,"    5",,,"  125","  156","   83",,"  300","  310","   63","   76",,,,,
"USW00023129","2023-01-03",,"   41",,,,"  119",,,"  126","  150","  111",,"   70","   60","   67","   89","    1",,,"    1",
"USW00023129","2023-01-04",,"   38",,,,"   76",,,"  151","  167","  150",,"  150","  150","   76","  103","    1",,,,
"USW00023129","2023-01-05",,"   43",,,,"  269",,,"  156","  189","  117",,"  160","  160","   89","  134","    1",,,"    1",
"USW00023129","2023-01-06",,"   13",,,,"    0",,,"  135","  183","   83",,"  300","  290","   54","   58","    1",,,"    1",
"USW00023129","2023-01-07",,"    8",,,,"    0",,,"  135","  194","   89",,"  210","  200","   36","   40",,,,,
